MM10001269,1010100159
MM10000965,1010100160
MM10000978,1010100161
MM10000904,1010100162
MM10001224,1010100163
MM10001257,1010100164
MM10001294,1010100165
MM10001238,1010100166
MM10000988,1010100167
MM10000973,1010100168
MM10001575,1010100169
MM10001569,1010100170
MM10000527,1010100171
MM10001263,1010100172
MM10000993,1010100173
MM10000423,1010100174
MM10001524,1010100175
MM10001276,1010100176
MM10001227,1010100177
MM10001535,1010100178
MM10000969,1010100179
MM10000629,1010100180
MM10001250,1010100181
MM10001514,1010100182
MM10000110,1010100183
MM10000637,1010100184
MM10001296,1010100185
MM10001559,1010100185
MM10001559,1010100185
MM10001559,1010100185
MM10000970,1010100186
MM10001234,1010100187
MM10001582,1010100188
MM10001511,1010100189
MM10001241,1010100190
MM10001585,1010100191
MM10000986,1010100192
MM10000623,1010100193
MM10001254,1010100194
MM10001243,1010100195
MM10000507,1010100196
MM10001580,1010100197
MM10000535,1010100198
MM10000971,1010100199
MM10000501,1010100200
MM10001295,1010100201
MM10000961,1010100202
MM10000983,1010100203
MM10000962,1010100204
MM10001233,1010100205
MM10000526,1010100206
MM10001538,1010100207
MM10000868,1010100208
MM10001240,1010100209
MM10001590,1010100210
MM10000616,1010100211
MM10000618,1010100212
MM10001216,1010100213
MM10000905,1010100214
MM10001271,1010100216
MM10001266,1010100217
MM10001261,1010100218
MM10000989,1010100220
MM10000981,1010100221
MM10000996,1010100222
MM10001213,1010100223
MM10001518,1010100225
MM10000902,1010100227
MM10000925,1010100228
MM10001516,1010100229
MM10001223,1010100230
MM10000608,1010100231
MM10001577,1010100232
MM10000987,1010100233
MM10000525,1010100234
MM10001275,1010100235
MM10001278,1010100236
MM10001561,1010100237
MM10000926,1010100238
MM10000422,1010100239
MM10000610,1010100240
MM10001000,1010100241
MM10001540,1010100242
MM10001220,1010100243
MM10001519,1010100244
MM10001625,1010100245
MM10001132,1010100246
MM10001123,1010100247
MM10001397,1010100248
MM10001609,1010100249
MM10001131,1010100250
MM10001493,1010100251
MM10001489,1010100252
MM10001626,1010100253
MM10000271,1010100254
MM10001165,1010100255
MM10001416,1010100256
MM10001447,1010100257
MM10001373,1010100258
MM10000833,1010100259
MM10000400,1010100260
MM10001316,1010100262
MM10001150,1010100263
MM10001371,1010100264
MM10001430,1010100265
MM10001429,1010100266
MM10000222,1010100267
MM10000409,1010100268
MM10001134,1010100269
MM10001649,1010100270
MM10001135,1010100271
MM10001647,1010100272
MM10000795,1010100273
MM10001311,1010100274
MM10001137,1010100275
MM10000297,1010100276
MM10001114,1010100277
MM10001623,1010100278
MM10001143,1010100280
MM10001630,1010100280
MM10001155,1010100280
MM10001382,1010100281
MM10001400,1010100282
MM10000764,1010100283
MM10001345,1010100284
MM10001629,1010100285
MM10001378,1010100286
MM10000757,1010100287
MM10000115,1010100288
MM10000175,1010100289
MM10000415,1010100290
MM10001149,1010100291
MM10001632,1010100292
MM10001158,1010100293
MM10001370,1010100294
MM10001304,1010100295
MM10000715,1010100297
MM10000635,1010100298
MM10000390,1010100299
MM10000402,1010100300
MM10000645,1010100301
MM10000173,1010100302
MM10000456,1010100303
MM10000180,1010100304
MM10000490,1010100305
MM10001634,1010100306
MM10000482,1010100307
MM10000459,1010100308
MM10001502,1010100309
MM10000890,1010100310
MM10000143,1010100311
MM10000411,1010100312
MM10000223,1010100313
MM10000717,1010100314
MM10000190,1010100315
MM10000309,1010100316
MM10001167,1010100317
MM10000937,1010100318
MM10001383,1010100319
MM10000395,1010100320
MM10000454,1010100321
MM10000479,1010100322
MM10001335,1010100323
MM10000678,1010100324
MM10001475,1010100325
MM10000382,1010100327
MM10000886,1010100328
MM10001302,1010100329
MM10000663,1010100330
MM10001187,1010100331
MM10001443,1010100332
MM10000149,1010100333
MM10000334,1010100334
MM10000682,1010100335
MM10000480,1010100336
MM10000348,1010100337
MM10001641,1010100338
MM10000946,1010100339
MM10000590,1010100340
MM10000294,1010100341
MM10000416,1010100342
MM10000483,1010100343
MM10001643,1010100344
MM10000713,1010100345
MM10001185,1010100346
MM10000228,1010100347
MM10001599,1010100348
MM10001125,1010100349
MM10000446,1010100350
MM10000520,1010100351
MM10000308,1010100352
MM10000384,1010100353
MM10000599,1010100354
MM10000952,1010100355
MM10000667,1010100356
MM10000932,1010100357
MM10000339,1010100358
MM10000471,1010100359
MM10000345,1010100360
MM10000531,1010100361
MM10000746,1010100362
MM10000884,1010100364
MM10000953,1010100365
MM10000346,1010100367
MM10000164,1010100368
MM10000165,1010100369
MM10000827,1010100370
MM10000467,1010100371
MM10000877,1010100372
MM10000586,1010100373
MM10000142,1010100374
MM10000945,1010100375
MM10000955,1010100376
MM10000517,1010100377
MM10000600,1010100378
MM10000465,1010100379
MM10000588,1010100380
MM10000731,1010100381
MM10000755,1010100382
MM10000413,1010100383
MM10001597,1010100384
MM10000201,1010100385
MM10000444,1010100386
MM10000744,1010100387
MM10000825,1010100387
MM10000815,1010100387
MM10000674,1010100388
MM10000379,1010100389
MM10000443,1010100390
MM10001177,1010100391
MM10000816,1010100392
MM10000876,1010100393
MM10001544,1010100394
MM10000268,1010100396
MM10000386,1010100397
MM10000849,1010100398
MM10000162,1010100399
MM10000131,1010100400
MM10000812,1010100401
MM10000534,1010100402
MM10000823,1010100403
MM10001591,1010100404
MM10000734,1010100405
MM10001509,1010100406
MM10000287,1010100407
MM10000539,1010100409
MM10000140,1010100410
MM10001110,1010100411
MM10000406,1010100412
MM10000791,1010100413
MM10000514,1010100414
MM10001365,1010100415
MM10001491,1010100416
MM10001635,1010100417
MM10000720,1010100418
MM10001390,1010100419
MM10000592,1010100420
MM10001116,1010100421
MM10001101,1010100422
MM10000538,1010100423
MM10000516,1010100424
MM10000594,1010100425
MM10000478,1010100426
MM10000585,1010100427
MM10000879,1010100428
MM10000654,1010100429
MM10000875,1010100430
MM10000951,1010100431
MM10000664,1010100433
MM10001633,1010100434
MM10000290,1010100435
MM10000665,1010100436
MM10000916,1010100437
MM10000814,1010100437
MM10001621,1010100438
MM10000474,1010100439
MM10000758,1010100440
MM10001645,1010100441
MM10000349,1010100442
MM10000111,1010100443
MM10000306,1010100444
MM10000226,1010100445
MM10001550,1010100446
MM10001547,1010100447
MM10000934,1010100448
MM10000738,1010100449
MM10000468,1010100450
MM10000587,1010100451
MM10000826,1010100452
MM10000494,1010100453
MM10000158,1010100454
MM10000336,1010100455
MM10001179,1010100456
MM10000739,1010100457
MM10000829,1010100458
MM10001541,1010100459
MM10000300,1010100460
MM10000750,1010100461
MM10000736,1010100462
MM10001646,1010100463
MM10001642,1010100464
MM10000659,1010100465
MM10000145,1010100466
MM10000116,1010100467
MM10000234,1010100470
MM10000692,1010100471
MM10001546,1010100472
MM10001130,1010100473
MM10001172,1010100474
MM10000660,1010100475
MM10000878,1010100476
MM10000871,1010100477
MM10000943,1010100478
MM10000732,1010100479
MM10000285,1010100480
MM10001596,1010100481
MM10001593,1010100482
MM10000419,1010100483
MM10000669,1010100484
MM10000954,1010100485
MM10000156,1010100486
MM10001498,1010100487
MM10001486,1010100488
MM10000845,1010100489
MM10000846,1010100490
MM10000461,1010100491
MM10000936,1010100492
MM10001367,1010100493
MM10000437,1010100494
MM10001648,1010100495
MM10001637,1010100496
MM10001118,1010100497
MM10000401,1010100498
MM10000821,1010100499
MM10000500,1010100500
MM10000533,1010100501
MM10000775,1010100502
MM10000721,1010100503
MM10000135,1010100504
MM10001142,1010100505
MM10001119,1010100506
MM10000176,1010100507
MM10001496,1010100508
MM10000716,1010100509
MM10000668,1010100511
MM10000685,1010100512
MM10000532,1010100513
MM10001128,1010100514
MM10001171,1010100515
MM10000210,1010100515
MM10000207,1010100516
MM10000941,1010100517
MM10000679,1010100518
MM10000360,1010100519
MM10000497,1010100520
MM10001594,1010100521
MM10000749,1010100522
MM10000947,1010100523
MM10000820,1010100524
MM10000583,1010100525
MM10000347,1010100526
MM10000582,1010100527
MM10000756,1010100528
MM10000281,1010100529
MM10000882,1010100530
MM10000841,1010100531
MM10000388,1010100532
MM10000381,1010100533
MM10001598,1010100534
MM10000745,1010100536
MM10001129,1010100537
MM10000288,1010100538
MM10000355,1010100539
MM10000650,1010100540
MM10000155,1010100541
MM10001168,1010100542
MM10000295,1010100543
MM10000166,1010100544
MM10000138,1010100545
MM10000202,1010100546
MM10000828,1010100549
MM10000326,1010100550
MM10000753,1010100551
MM10000676,1010100552
MM10000469,1010100553
MM10000495,1010100554
MM10000933,1010100555
MM10000743,1010100556
MM10000824,1010100557
MM10000842,1010100558
MM10000101,1010100559
MM10000304,1010100560
MM10000453,1010100561
MM10000545,1010100562
MM10001474,1010100563
MM10000265,1010100564
MM10001174,1010100565
MM10000280,1010100566
MM10000167,1010100567
MM10000740,1010100568
MM10000137,1010100569
MM10000236,1010100570
MM10000208,1010100571
MM10000431,1010100572
MM10000195,1010100573
MM10000328,1010100574
MM10001113,1010100575
MM10000800,1010100576
MM10001145,1010100577
MM10000217,1010100579
MM10001111,1010100580
MM10001376,1010100581
MM10001606,1010100582
MM10001115,1010100583
MM10001399,1010100584
MM10001388,1010100585
MM10001428,1010100586
MM10001394,1010100587
MM10001458,1010100588
MM10000104,1010100589
MM10001369,1010100591
MM10001628,1010100592
MM10000892,1010100593
MM10000647,1010100594
MM10000445,1010100595
MM10001460,1010100596
MM10001306,1010100597
MM10001426,1010100598
MM10001478,1010100599
MM10001481,1010100600
MM10001102,1010100601
MM10001472,1010100602
MM10001488,1010100603
MM10000797,1010100603
MM10000855,1010100604
MM10000229,1010100604
MM10000275,1010100605
MM10000542,1010100606
MM10001152,1010100607
MM10000147,1010100608
MM10001127,1010100609
MM10000230,1010100610
MM10001312,1010100611
MM10001147,1010100612
MM10000498,1010100613
MM10001368,1010100614
MM10001379,1010100615
MM10001380,1010100616
MM10001375,1010100617
MM10001339,1010100618
MM10001450,1010100618
MM10001337,1010100618
MM10001363,1010100618
MM10000799,1010100619
MM10001389,1010100620
MM10001163,1010100621
MM10001350,1010100622
MM10001603,1010100623
MM10001138,1010100624
MM10001500,1010100625
MM10000761,1010100627
MM10000874,1010100628
MM10000880,1010100629
MM10000541,1010100630
MM10000836,1010100631
MM10000598,1010100632
MM10001607,1010100633
MM10000741,1010100634
MM10000408,1010100635
MM10000662,1010100636
MM10000376,1010100637
MM10001549,1010100638
MM10000272,1010100639
MM10000641,1010100640
MM10000489,1010100641
MM10000344,1010100642
MM10000733,1010100643
MM10000931,1010100644
MM10001343,1010100645
MM10000548,1010100646
MM10000146,1010100647
MM10000687,1010100648
MM10000219,1010100649
MM10000853,1010100650
MM10001109,1010100651
MM10000691,1010100652
MM10000808,1010100653
MM10001505,1010100654
MM10001315,1010100655
MM10000859,1010100659
MM10000172,1010100660
MM10000712,1010100661
MM10000680,1010100662
MM10000883,1010100663
MM10000196,1010100664
MM10000378,1010100665
MM10000174,1010100666
MM10001341,1010100667
MM10001492,1010100668
MM10001604,1010100669
MM10001631,1010100670
MM10000199,1010100671
MM10001614,1010100672
MM10001321,1010100673
MM10001170,1010100674
MM10001611,1010100676
MM10001393,1010100677
MM10001317,1010100678
MM10001313,1010100679
MM10001140,1010100680
MM10001139,1010100681
MM10001319,1010100682
MM10001395,1010100683
MM10001608,1010100683
MM10001103,1010100684
MM10000513,1010100685
MM10001301,1010100686
MM10001495,1010100687
MM10000289,1010100688
MM10001169,1010100690
MM10001410,1010100691
MM10001446,1010100692
MM10001416,1010100692
MM10001480,1010100693
MM10001325,1010100693
MM10001361,1010100693
MM10001338,1010100694
MM10001385,1010100695
MM10001366,1010100696
MM10000257,1010100697
MM10000213,1010100698
MM10000850,1010100699
MM10000848,1010100700
MM10000719,1010100701
MM10000944,1010100702
MM10000462,1010100702
MM10001548,1010100703
MM10000220,1010100704
MM10000958,1010100705
MM10000675,1010100706
MM10000458,1010100707
MM10000591,1010100708
MM10000661,1010100709
MM10000151,1010100710
MM10000656,1010100711
MM10000748,1010100712
MM10000547,1010100713
MM10000860,1010100714
MM10000122,1010100715
MM10000492,1010100716
MM10000767,1010100717
MM10000885,1010100718
MM10000307,1010100719
MM10000707,1010100720
MM10000844,1010100721
MM10000332,1010100722
MM10000831,1010100723
MM10000705,1010100724
MM10000141,1010100725
MM10000593,1010100726
MM10000881,1010100727
MM10000666,1010100728
MM10000889,1010100729
MM10000792,1010100730
MM10000475,1010100731
MM10000683,1010100732
MM10000711,1010100733
MM10000673,1010100734
MM10001543,1010100736
MM10000677,1010100737
MM10001613,1010100738
MM10000303,1010100739
MM10000735,1010100740
MM10000852,1010100741
MM10001154,1010100742
MM10000771,1010100744
MM10000301,1010100745
MM10000754,1010100746
MM10000194,1010100747
MM10000179,1010100748
MM10000702,1010100749
MM10000706,1010100750
MM10000737,1010100751
MM10001542,1010100752
MM10001176,1010100753
MM10001133,1010100754
MM10000830,1010100755
MM10000742,1010100756
MM10000584,1010100757
MM10001164,1010100759
MM10001487,1010100760
MM10000863,1010100761
MM10000917,1010100762
MM10000438,1010100763
MM10001351,1010100764
MM10000311,1010100765
MM10000864,1010100766
MM10001193,1010100767
MM10001195,1010100768
MM10000794,1010100769
MM10001326,1010100770
MM10001622,1010100771
MM10001421,1010100772
MM10000790,1010100773
MM10000766,1010100774
MM10000919,1010100776
MM10000919,1010100776
MM10000948,1010100777
MM10000950,1010100778
MM10001482,1010100779
MM10001503,1010100781
MM10000369,1010100782
MM10001355,1010100783
MM10000770,1010100784
MM10000573,1010100785
MM10000804,1010100786
MM10001356,1010100787
MM10000246,1010100788
MM10000862,1010100790
MM10000243,1010100791
MM10000893,1010100792
MM10001344,1010100793
MM10001359,1010100794
MM10000435,1010100795
MM10001160,1010100796
MM10000574,1010100797
MM10000778,1010100798
MM10000511,1010100799
MM10000473,1010100800
MM10001558,1010100801
MM10000170,1010100802
MM10000114,1010100803
MM10001605,1010100804
MM10001440,1010100805
MM10001483,1010100806
MM10001357,1010100807
MM10000887,1010100808
MM10001196,1010100809
MM10001504,1010100810
MM10000397,1010100811
MM10000126,1010100812
MM10001494,1010100813
MM10001194,1010100814
MM10000337,1010100815
MM10000340,1010100816
MM10001328,1010100817
MM10001454,1010100818
MM10001191,1010100819
MM10001199,1010100820
MM10001136,1010100821
MM10001499,1010100822
MM10001198,1010100823
MM10001197,1010100824
MM10000865,1010100825
MM10000242,1010100825
MM10001333,1010100826
MM10000776,1010100827
MM10000920,1010100828
MM10001310,1010100829
MM10000571,1010100830
MM10001449,1010100831
MM10001346,1010100832
MM10001435,1010100833
MM10001162,1010100834
MM10001423,1010100835
MM10001425,1010100836
MM10001477,1010100837
MM10001485,1010100838
MM10001473,1010100840
MM10001166,1010100841
MM10001484,1010100842
MM10001309,1010100843
MM10000861,1010100844
MM10001161,1010100845
MM10001104,1010100846
MM10000832,1010100847
MM10000331,1010100848
MM10000769,1010100849
MM10000714,1010100850
MM10000703,1010100851
MM10000197,1010100852
MM10001476,1010100853
MM10001448,1010100854
MM10001497,1010100855
MM10000318,1010100857
MM10000389,1010100858
MM10001200,1010100859
MM10001192,1010100860
MM10001153,1010100861
MM10001348,1010100862
MM10001436,1010100863
MM10001353,1010100864
MM10000684,1010100865
MM10001452,1010100866
MM10001422,1010100867
MM10001433,1010100868
MM10000436,1010100871
MM10000870,1010100872
MM10000807,1010100874
MM10001434,1010100875
MM10000558,1010100876
MM10000316,1010100877
MM10000144,1010100878
MM10001444,1010100879
MM10001451,1010100880
MM10001349,1010100881
MM10001445,1010100882
MM10000310,1010100883
MM10001112,1010100884
MM10001453,1010100885
MM10001506,1010100886
MM10000838,1010100888
MM10000918,1010100889
MM10000900,1010100890
MM10001322,1010100891
MM10000806,1010100892
MM10001362,1010100893
MM10000312,1010100894
MM10000317,1010100895
MM10000559,1010100896
MM10001360,1010100897
MM10000867,1010100898
MM10001352,1010100899
MM10001323,1010100900
MM10000120,1010100901
MM10000897,1010100902
MM10000399,1010100903
MM10000638,1010100904
MM10001644,1010100905
MM10001334,1010100907
MM10001354,1010100908
MM10000873,1010100909
MM10001545,1010100910
MM10001327,1010100911
MM10000698,1010100912
MM10000325,1010100913
MM10001602,1010100914
MM10001418,1010100915
MM10000949,1010100916
MM10001231,1010100917
MM10000529,1010100918
MM10001537,1010100919
MM10001270,1010100920
MM10000505,1010100921
MM10000762,1010100922
MM10001214,1010100923
MM10001520,1010100924
MM10000984,1010100925
MM10000617,1010100926
MM10000506,1010100927
MM10001566,1010100928
MM10001586,1010100929
MM10000686,1010100930
MM10000982,1010100931
MM10001239,1010100932
MM10001515,1010100933
MM10000502,1010100934
MM10001528,1010100936
MM10001565,1010100937
MM10001251,1010100938
MM10001347,1010100939
MM10001374,1010100940
MM10000270,1010100941
MM10001230,1010100942
MM10001274,1010100943
MM10001262,1010100944
MM10000906,1010100945
MM10000872,1010100946
MM10000515,1010100947
MM10001264,1010100948
MM10001581,1010100949
MM10001567,1010100950
MM10000843,1010100951
MM10000928,1010100952
MM10000975,1010100953
MM10001282,1010100954
MM10001288,1010100956
MM10001512,1010100958
MM10000523,1010100959
MM10000924,1010100962
MM10000503,1010100963
MM10001527,1010100964
MM10000626,1010100965
MM10001298,1010100966
MM10000508,1010100967
MM10001438,1010100968
MM10000528,1010100969
MM10001222,1010100970
MM10000609,1010100971
MM10000428,1010100972
MM10000991,1010100973
MM10001572,1010100974
MM10001277,1010100975
MM10001229,1010100976
MM10000580,1010100977
MM10001247,1010100979
MM10001248,1010100980
MM10000977,1010100981
MM10000772,1010100982
MM10000509,1010100983
MM10001290,1010100984
MM10000909,1010100985
MM10000430,1010100986
MM10001522,1010100987
MM10001589,1010100988
MM10001293,1010100989
MM10000605,1010100990
MM10000607,1010100991
MM10000995,1010100992
MM10001583,1010100993
MM10000611,1010100994
MM10000930,1010100995
MM10001218,1010100996
MM10001525,1010100997
MM10000990,1010100998
MM10001513,1010100999
MM10000606,1010101000
MM10000927,1010101001
MM10001280,1010101002
MM10001219,1010101003
MM10000985,1010101004
MM10000908,1010101005
MM10001265,1010101006
MM10001225,1010101007
MM10001587,1010101008
MM10001283,1010101009
MM10001284,1010101010
MM10000169,1010101011
MM10001228,1010101012
MM10001212,1010101013
MM10001530,1010101014
MM10000619,1010101015
MM10000604,1010101016
MM10001536,1010101017
MM10000530,1010101018
MM10000910,1010101019
MM10000903,1010101020
MM10001297,1010101021
MM10001272,1010101022
MM10001588,1010101023
MM10001232,1010101024
MM10001242,1010101025
MM10000613,1010101026
MM10000427,1010101027
MM10001521,1010101028
MM10001221,1010101029
MM10000522,1010101030
MM10001183,1010101031
MM10001291,1010101032
MM10000929,1010101033
MM10000966,1010101034
MM10001299,1010101035
MM10001574,1010101036
MM10000622,1010101037
MM10001249,1010101038
MM10000963,1010101039
MM10000614,1010101040
MM10000999,1010101041
MM10000972,1010101042
MM10000603,1010101043
MM10001523,1010101044
MM10001235,1010101045
MM10001531,1010101046
MM10001258,1010101047
MM10001584,1010101048
MM10000979,1010101049
MM10001517,1010101050
MM10000901,1010101051
MM10001576,1010101052
MM10001526,1010101053
MM10001285,1010101054
MM10001563,1010101055
MM10001252,1010101056
MM10000153,1010101057
MM10000627,1010101058
MM10000524,1010101059
MM10001215,1010101060
MM10001568,1010101061
MM10001431,1010101062
MM10000612,1010101063
MM10000921,1010101064
MM10001259,1010101065
MM10000625,1010101066
MM10001184,1010101067
MM10000653,1010101067
MM10001226,1010101068
MM10001573,1010101070
MM10000997,1010101071
MM10000980,1010101072
MM10001255,1010101073
MM10000421,1010101074
MM10000620,1010101075
MM10000424,1010101076
MM10001217,1010101077
MM10001292,1010101078
MM10001268,1010101079
MM10001578,1010101080
MM10000922,1010101081
MM10000335,1010101082
MM10000602,1010101083
MM10000994,1010101084
MM10001384,1010101085
MM10000429,1010101086
MM10001267,1010101087
MM10000404,1010101088
MM10001529,1010101089
MM10001286,1010101091
MM10001532,1010101092
MM10001533,1010101093
MM10001279,1010101094
MM10001564,1010101095
MM10001237,1010101096
MM10000968,1010101097
MM10001260,1010101098
MM10001256,1010101099
MM10001287,1010101100
MM10001286,1010101101
MM10001281,1010101101
MM10000342,1010101102
MM10000157,1010101103
MM10000942,1010101104
MM10000305,1010101105
MM10001122,1010101106
MM10000218,1010101107
MM10000651,1010101108
MM10000209,1010101109
MM10000657,1010101110
MM10000488,1010101111
MM10001180,1010101112
MM10000550,1010101113
MM10000801,1010101114
MM10000373,1010101115
MM10000216,1010101116
MM10000224,1010101117
MM10001377,1010101118
MM10000681,1010101119
MM10000148,1010101120
MM10000249,1010101121
MM10000481,1010101122
MM10000193,1010101123
MM10000476,1010101124
MM10000330,1010101125
MM10000420,1010101126
MM10001308,1010101127
MM10001618,1010101128
MM10000403,1010101129
MM10000888,1010101130
MM10000837,1010101131
MM10000341,1010101132
MM10001190,1010101133
MM10000432,1010101134
MM10000811,1010101135
MM10000817,1010101136
MM10000751,1010101137
MM10000405,1010101138
MM10001617,1010101139
MM10001189,1010101140
MM10000813,1010101141
MM10000939,1010101142
MM10000847,1010101143
MM10000536,1010101144
MM10000496,1010101145
MM10000433,1010101146
MM10000759,1010101147
MM10000818,1010101148
MM10001151,1010101149
MM10001320,1010101150
MM10001144,1010101151
MM10000333,1010101151
MM10000670,1010101152
MM10001372,1010101153
MM10000652,1010101154
MM10001120,1010101155
MM10000671,1010101156
MM10001181,1010101157
MM10001381,1010101158
MM10001305,1010101159
MM10001186,1010101160
MM10001640,1010101161
MM10000377,1010101162
MM10001121,1010101163
MM10000273,1010101164
MM10001106,1010101165
MM10000206,1010101166
MM10000203,1010101167
MM10000451,1010101168
MM10000460,1010101169
MM10001178,1010101170
MM10000960,1010101171
MM10000537,1010101172
MM10001175,1010101173
MM10000658,1010101174
MM10000350,1010101174
MM10000596,1010101175
MM10001159,1010101176
MM10000486,1010101177
MM10001534,1010101178
MM10001245,1010101179
MM10001300,1010101180
MM10001570,1010101182
MM10001253,1010101183
MM10000701,1010101184
MM10000277,1010101185
MM10000760,1010101186
MM10000747,1010101187
MM10000212,1010101188
MM10000689,1010101189
MM10000631,1010101190
MM10001417,1010101191
MM10000688,1010101192
MM10000718,1010101193
MM10001612,1010101194
MM10000854,1010101195
MM10000690,1010101196
MM10000214,1010101197
MM10000796,1010101198
MM10000154,1010101199
MM10001105,1010101200
MM10000512,1010101201
MM10000227,1010101202
MM10000414,1010101202
MM10000646,1010101203
MM10000375,1010101204
MM10000672,1010101205
MM10000361,1010101206
MM10000407,1010101207
MM10000710,1010101208
MM10000168,1010101209
MM10000440,1010101210
MM10000819,1010101211
MM10000549,1010101212
MM10000940,1010101213
MM10001650,1010101214
MM10001141,1010101215
MM10000159,1010101216
MM10000225,1010101217
MM10000643,1010101218
MM10001557,1010101220
MM10000633,1010101221
MM10000835,1010101222
MM10000455,1010101223
MM10001188,1010101224
MM10000374,1010101225
MM10000279,1010101226
MM10001124,1010101227
MM10000240,1010101228
MM10001107,1010101230
MM10001108,1010101231
MM10000284,1010101232
MM10000371,1010101233
MM10000464,1010101234
MM10000372,1010101236
MM10000704,1010101238
MM10001303,1010101239
MM10000822,1010101240
MM10000581,1010101241
MM10000485,1010101242
MM10001126,1010101243
MM10001146,1010101244
MM10000793,1010101245
MM10000163,1010101246
MM10000499,1010101247
MM10000597,1010101248
MM10001182,1010101249
MM10000124,1010101250
MM10001117,1010101251
MM10000521,1010101252
MM10000976,1010101253
MM10001211,1010101254
MM10001287,1010101255
MM10001210,1010101256
MM10000624,1010101257
MM10000907,1010101258
MM10000425,1010101259
MM10000160,1010101261
MM10000177,1010101264
MM10000211,1010101265
MM10001592,1010101266
MM10000472,1010101267
MM10000493,1010101268
MM10001639,1010101269
MM10000152,1010101271
MM10000283,1010101272
MM10000150,1010101273
MM10000544,1010101274
MM10000856,1010101275
MM10001329,1010101276
MM10000840,1010101277
MM10000198,1010101278
MM10000648,1010101279
MM10000543,1010101280
MM10000773,1010101281
MM10001636,1010101282
MM10001619,1010101283
MM10001441,1010101284
MM10000655,1010101285
MM10001616,1010101286
MM10000191,1010101287
MM10000410,1010101288
MM10000487,1010101289
MM10001307,1010101290
MM10001620,1010101292
MM10001615,1010101293
MM10000205,1010101294
MM10000204,1010101295
MM10000434,1010101296
MM10000439,1010101297
MM10001601,1010101298
MM10001364,1010101299
MM10000477,1010101300
MM10000699,1010101301
MM10000540,1010101302
MM10000367,1010101303
MM10001638,1010101304
MM10000412,1010101305
MM10000171,1010101305
MM10000726,1010101306
MM10000834,1010101307
MM10000457,1010101308
MM10000957,1010101309
MM10001627,1010101310
MM10001610,1010101311
MM10000286,1010101312
MM10000442,1010101313
MM10000343,1010101314
MM10000519,1010101315
MM10000470,1010101315
MM10000463,1010101316
MM10000380,1010101317
MM10000708,1010101318
MM10000417,1010101319
MM10000518,1010101320
